,text,class
14523,marave,3
14524,pablo rafael,1
14525,janette guadalupe,2
14526,ceh,3
14527,rosa georgina,2
14528,que creditos hay,0
14529,bramasco,3
14530,edgar raul,1
14531,ma guadal,2
14532,llamar,0
14533,zuñiga,3
14534,de datos,0
14535,oscar gerardo,1
14536,realizar prestamo,0
14537,salvador,3
14538,adalia,2
14539,joaquin de jesus,1
14540,melva,2
14541,encarnacion,1
14542,rosa mayela,2
14543,gerardo salvador,1
14544,realzola,3
14545,juana bertha,2
14546,martinez,3
14547,susana carolina,2
14548,miro,3
14549,ana esperanza,2
14550,carlos uriel,1
14551,sergio jose,1
14552,momento,0
14553,jorge adolfo,1
14554,quisiera,0
14555,maria elodia,2
14556,mejorado,3
14557,guadalupe minerva,2
14558,maria maribel,2
14559,mario alejandro,1
14560,verdugo,3
14561,irma edith,2
14562,nateras,3
14563,irma,2
14564,evencia,2
14565,naranjos,3
14566,carlos,1
14567,miriam vanessa,2
14568,tzintzun,3
14569,onda,0
14570,mirta patricia,2
14571,lima,3
14572,rosalva,2
14573,sale para,0
14574,adriana laura,2
14575,arisbeth,2
14576,juan man,1
14577,maria de los santos,2
14578,inosencio,1
14579,autorizar un,0
14580,chanes,3
14581,chavolla,3
14582,diana sarahi,2
14583,liliana del carmen,2
14584,rebeca guadalupe,2
14585,aida isabel,2
14586,mirna elisa,2
14587,rosaria,2
14588,perla yesenia,2
14589,palemon,1
14590,karla viridiana,2
14591,hacer,0
14592,yonca,3
14593,ricardo david,1
14594,ayudas,0
14595,bricio,1
14596,luz selene,2
14597,credito no,0
14598,nombre,0
14599,espinoza de los monteros,3
14600,tolosa,3
14601,blanca ofelia,2
14602,rosio,2
14603,simon,3
14604,acero,3
14605,nora elizabeth,2
14606,esther leticia,2
14607,lilibeth,2
14608,roberto miguel,1
14609,info laboral,0
14610,martha alicia,2
14611,alfonso guadalupe,1
14612,roselia,2
14613,juan rodrigo,1
14614,david gustavo,1
14615,teoyotl,3
14616,sauz,3
14617,cuales son los,0
14618,laura imelda,2
14619,yanira,2
14620,ma florencia,2
14621,juan orlando,1
14622,victor,1
14623,nidia esther,2
14624,coxcahua,3
14625,tico,3
14626,hinojo,3
14627,nieves,3
14628,luz angelina,2
14629,karina del rosario,2
14630,ma susana,2
14631,merla,3
14632,adriana veronica,2
14633,rosio del carmen,2
14634,inocencio,1
14635,cevada,3
14636,zubia,3
14637,herrejon,3
14638,alba lorena,2
14639,odalys,2
14640,barcelo,3
14641,guadalupe vianey,2
14642,norma teresa,2
14643,claudia fernanda,2
14644,barras,3
14645,ma olga,2
14646,necesito 10000,0
14647,eloida,2
14648,arzola,3
14649,darcedalia,2
14650,crediticio minimo para,0
14651,j eleazar,1
14652,juan ricardo,1
14653,laura emilia,2
14654,laura del rosario,2
14655,teodosio,3
14656,de robles,3
14657,acua,3
14658,nada,0
14659,son requisitos que,0
14660,score es de,0
14661,quizaman,3
14662,auroza,3
14663,terron,3
14664,luis humberto,1
14665,jorge antoni,1
14666,tequiliquihua,3
14667,ma clementina,2
14668,maria aide,2
14669,huertas,3
14670,dorali,2
14671,guadalupe alicia,2
14672,andueza,3
14673,tengo toda,0
14674,luisa patricia,2
14675,hugo alberto,1
14676,de la concha,3
14677,aracelis,2
14678,basilio,3
14679,pila,3
14680,patricia socorro,2
14681,leonor margarita,2
14682,de favor,0
14683,alfredo alejandro,1
14684,alejandria,2
14685,fosado,3
14686,ramiro,3
14687,veronica guadalupe,2
14688,paola maria,2
14689,elma,2
14690,sandra esperanza,2
14691,alma flor,2
14692,ariadna guadalupe,2
14693,francisco abel,1
14694,lina isabel,2
14695,alguien mas para,0
14696,urtiz,3
14697,josue david,1
14698,samudio,3
14699,oscar salvador,1
14700,prestamo de pesos,0
14701,norma xochitl,2
14702,veronica esther,2
14703,julita,2
14704,tito,3
14705,rosa ines,2
14706,tepetla,3
14707,brenda margarita,2
14708,me gustaria,0
14709,angel roman,1
14710,sobre que,0
14711,revuelta,3
14712,reyna margarita,2
14713,saldaña,3
14714,edith leticia,2
14715,arochi,3
14716,sandra veronica,2
14717,nerio,3
14718,beatriz leonor,2
14719,rodrigo alonso,1
14720,nancy noemi,2
14721,niebla,3
14722,hortencia guadalupe,2
14723,reyna silvia,2
14724,chico,3
14725,caseres,3
14726,huchin,3
14727,mayra yesenia,2
14728,mulia,3
14729,capiz,3
14730,marcela margarita,2
14731,aja,3
14732,maria ros,2
14733,carla maria,2
14734,cruzalta,3
14735,faltan,0
14736,no tengo nomina,0
14737,adriana lorena,2
14738,morellano,3
14739,roger alberto,1
14740,lourdes leticia,2
14741,edith patricia,2
14742,consuelo margarita,2
14743,zeferino,1
14744,barragan,3
14745,uc,3
14746,higueron,3
14747,teresa del jesus,2
14748,banda,3
14749,pozas,3
14750,patricia isela,2
14751,j carmen,1
14752,yzquierdo,3
14753,vian,3
14754,alejandro jesus,1
14755,ancheyta,3
14756,respondes,0
14757,juan roman,1
14758,verazaluce,3
14759,claudia edith,2
14760,raquel del carmen,2
14761,irma esperanza,2
14762,karen jazmin,2
14763,usiel,1
14764,de llano,3
14765,hola,0
14766,eber,1
14767,madain,1
14768,barquet,3
14769,uchino,3
14770,karla magdalena,2
14771,sonia elizabeth,2
14772,norma alicia,2
14773,dora elvia,2
14774,adaya,3
14775,maria ascencion,2
14776,ayuzo,3
14777,quien,0
14778,email,0
14779,rosa delia,2
14780,karla noemi,2
14781,banorte,0
14782,araceli judith,2
14783,un,0
14784,martha leticia,2
14785,estoy interesado en,0
14786,magariño,3
14787,villavicencio,3
14788,nila,3
14789,rita yolanda,2
14790,ligia,2
14791,lilia,1
14792,i solicitud,0
14793,pero,0
14794,al,0
14795,hilda olivia,2
14796,albert,1
14797,santos,2
14798,llenar,0
14799,ma marcela,2
14800,guadalupe a,2
14801,existe,0
14802,riano,3
14803,credito,0
14804,hugo arturo,1
14805,yeri,2
14806,hilda patricia,2
14807,victor edgar,1
14808,aldegundo,1
14809,a mi cuenta,0
14810,moyron,3
14811,candelaria del socorro,2
14812,validos,0
14813,pilar,3
14814,fatima monserrat,2
14815,rosa mar,2
14816,siles,3
14817,silvia gabriela,2
14818,crisostomo,3
14819,etelvina,2
14820,jose juan,1
14821,alducin,3
14822,anayatzin,2
14823,marco antoni,1
14824,ramon rafael,1
14825,hilda del rosario,2
14826,diana nohemi,2
14827,dinora,2
14828,aldino,3
14829,alderete,3
14830,jesus santiago,1
14831,osmara,2
14832,contraseña,0
14833,espiridion,3
14834,edher,1
14835,cristhian,1
14836,rostro,3
14837,celinda,2
14838,arnold,1
14839,parraguirre,3
14840,maria ines,2
14841,martha evangelina,2
14842,sansores,3
14843,yo,0
14844,alfonso salvador,1
14845,solfina,2
14846,se podran,0
14847,liliana beatriz,2
14848,campos de datos,0
14849,benjamin antonio,1
14850,menor,3
14851,laura azucena,2
14852,cruz fernando,1
14853,reyna esmeralda,2
14854,norma patrici,2
14855,gracias muy,0
14856,sandra janet,2
14857,codigo,0
14858,ma lidia,2
14859,sara isabel,2
14860,zarzoza,3
14861,valdivieso,3
14862,quiero,0
14863,lupita,2
14864,dalia edith,2
14865,rosario del carmen,2
14866,montserrat,2
14867,flor selene,2
14868,victor ulises,1
14869,candelario,3
14870,martin alejandro,1
14871,omar alberto,1
14872,pedro joaquin,1
14873,francisco santiago,1
14874,geraldo,1
14875,jose salome,1
14876,ma catalina,2
14877,bertha elena,2
14878,jose de,1
14879,tranquilino,3
14880,martimiana,2
14881,web y,0
14882,isnarda,2
14883,pedro damian,1
14884,oreste,1
14885,santamaria,3
14886,bolanos,3
14887,claudia matilde,2
14888,ramon alfonso,1
14889,cabanillas,3
14890,alma patric,2
14891,tinajera,3
14892,pagina de internet,0
14893,chalico,3
14894,peña,3
14895,y el,0
14896,angelica,2
14897,ferrusca,3
14898,araseli,2
14899,carlos edgar,1
14900,maria rosari,2
14901,del porte,3
14902,maria magnolia,2
14903,aida patricia,2
14904,inchaurregui,3
14905,moramay,2
14906,que pasa,0
14907,armida,2
14908,no tengo una,0
14909,amparo elizabeth,2
14910,xicohtencatl,3
14911,lisandro,1
14912,esau,1
14913,gloria ivonne,2
14914,promotor,3
14915,carlos hector,1
14916,ser prestador,0
14917,cuales son,0
14918,depraect,3
14919,sara,2
14920,beatriz adr,2
14921,edith isabel,2
14922,batista,3
14923,yamileth,2
14924,renata,2
14925,tevillo,3
14926,aldapa,3
14927,monteagudo,3
14928,cuecuecha,3
14929,amparo guadalupe,2
14930,rocio isela,2
14931,othoniel,1
14932,atristain,3
14933,carlos octavio,1
14934,itzcoatl,1
14935,cardona,3
14936,celedonio,1
14937,judith isabel,2
14938,reyna lorena,2
14939,blanca miriam,2
14940,usuario duplicado,0
14941,edna lorena,2
14942,lidya,2
14943,guisela,2
14944,antonio jesus,1
14945,angelica ma,2
14946,maglah,3
14947,juan ismael,1
14948,nicandro,1
14949,nazariega,3
14950,luis enrique,1
14951,beatriz olivia,2
14952,tasas,0
14953,yaneth,2
14954,enrique alberto,1
14955,cerqueda,3
14956,erika azucena,2
14957,serna,3
14958,renan,1
14959,coba,3
14960,mucho,0
14961,virginia concepcion,2
14962,ruth gabriela,2
14963,duque,3
14964,liliana guadalupe,2
14965,juan pascual,1
14966,leandro,3
14967,vaquero,3
14968,moro,3
14969,karina andrea,2
14970,ureña,3
14971,ana elsa,2
14972,diana maria,2
14973,saturnino,1
14974,nancy cecilia,2
14975,francisco manuel,1
14976,ma del rayo,2
14977,yuritzy,2
14978,fernando marcos,1
14979,edgar angel,1
14980,con prestadero,0
14981,cuales son,0
14982,ma de los angeles,2
14983,como puedo eliminar,0
14984,toquiantzi,3
14985,ligia maria,2
14986,reyna beatriz,2
14987,moreles,3
14988,balleza,3
14989,belmar,3
14990,terminar con,0
14991,avendano,3
14992,cernas,3
14993,valenciano,3
14994,bujanda,3
14995,labrador,3
14996,rcf,0
14997,jorge valentin,1
14998,silvia manuela,2
14999,sandra guadalupe,2
15000,miraldelly,2
15001,para que sirves,0
15002,maria est,2
15003,norma edith,2
15004,mexia,3
15005,monica lorena,2
15006,felicito,1
15007,emma rosa,2
15008,revisan buro,0
15009,sandra susana,2
15010,jayme,1
15011,julio javier,1
15012,jorge alejandro,1
15013,brenda del carmen,2
15014,clarivel,2
15015,ma cecilia,2
15016,galina,3
15017,ma berenice,2
15018,ma claudia,2
15019,david israel,1
15020,como le,0
15021,poniendo datos,0
15022,panel de inversionista,0
15023,clara rosa,2
15024,irineo,3
15025,esbeidy,2
15026,perla vanessa,2
15027,bacio,3
15028,irving uriel,1
15029,osoria,3
15030,manejan,0
15031,adriana irasema,2
15032,pueblas,3
15033,es,0
15034,maria luminosa,2
15035,si me,0
15036,yesmin,2
15037,sida,3
15038,reyna magdalena,2
15039,damaso,3
15040,ana itzel,2
15041,edith mercedes,2
15042,arbona,3
15043,martha maria,2
15044,maria mireya,2
15045,erika beatriz,2
15046,erika del carmen,2
15047,maria de la cruz,2
15048,pagar,0
15049,jose bruno,1
15050,gildo,3
15051,alejandra beatriz,2
15052,como funciona,0
15053,ernesto jesus,1
15054,tuxpeño,3
15055,ignacio alejandro,1
15056,blanca karina,2
15057,fidel alberto,1
15058,vaal,3
15059,olga del carmen,2
15060,maria florencia,2
15061,roman antonio,1
15062,vargaz,3
15063,cuahutecatl,3
15064,rufino,1
15065,barbara leticia,2
15066,anayeli,2
15067,sara patricia,2
15068,ma josefa,2
15069,callejo,3
15070,antonieta,2
15071,lizbeth beatriz,2
15072,sotero,1
15073,pequeño,3
15074,alma gloria,2
15075,donde hay,0
15076,mayra janeth,2
15077,recuperar mi contraseña,0
15078,maria arac,2
15079,candido,1
15080,daniel ruben,1
15081,arlen,2
15082,sandra elena,2
15083,se cobra,0
15084,alpuin,3
15085,raul de jesus,1
15086,j jose,1
15087,cruzado,3
15088,puedo solicitar,0
15089,primitivo,3
15090,maria victo,2
15091,peñuela,3
15092,pasaye,3
15093,porque,0
15094,gerardo,2
15095,jehu,1
15096,chaidez,3
15097,lombardo,3
15098,gemima,2
15099,victor esteban,1
15100,adriana lucia,2
15101,alba nydia,2
15102,comprobar mis ingresos,0
15103,castañon,3
15104,martha elen,2
15105,guadalupe lorena,2
15106,blanca lizeth,2
15107,barzalobre,3
15108,socrates,1
15109,m guadalupe,2
15110,agapita,2
15111,rosa silvia,2
15112,paleta,3
15113,dattoli,3
15114,prestapal,0
15115,san,3
15116,comision se,0
15117,ana laura,2
15118,puedo,0
15119,carlos noel,1
15120,jesus arturo,1
15121,zarazua,3
15122,willian,1
15123,jimon,3
15124,jair,1
15125,jhonny,1
15126,tesillos,3
15127,conrado,1
15128,no tengo forma,0
15129,rovelo,3
15130,galarce,3
15131,aurelia,3
15132,zuleyma,2
15133,soy,0
15134,piden anticipos ya,0
15135,bush,3
15136,angela maria,2
15137,ma noemi,2
15138,carmen isabel,2
15139,raul omar,1
15140,normal,0
15141,oscar joaquin,1
15142,adriana fabiola,2
15143,lobos,3
15144,nucamendi,3
15145,crimilda,2
15146,leydi marlene,2
15147,milpa,3
15148,valerio,3
15149,juana aide,2
15150,lizarraras,3
15151,juan maria,1
15152,mayra aracely,2
15153,maura guadalupe,2
15154,alberto armando,1
15155,eloiza,2
15156,brigida,2
15157,claudia esthela,2
15158,zuñiga,3
15159,turriza,3
15160,blanca est,2
15161,maria herlinda,2
15162,casarreal,3
15163,lorena judith,2
15164,patricia esperanza,2
15165,excelente,3
15166,arnulfo,3
15167,diaz de leon,3
15168,ladislao,1
15169,sara cristina,2
15170,marchan,3
15171,agustina,2
15172,ileana elizabeth,2
15173,alvizo,3
15174,dedicas,0
15175,michel,3
15176,renteria,3
15177,j carlos,1
15178,moises,1
15179,valero,3
15180,gorostieta,3
15181,solicitar credito aunque,0
15182,jorge luis,1
15183,lizzete,2
15184,orzuna,3
15185,acata,3
15186,jorge octavio,1
15187,paola jazmin,2
15188,informacion,0
15189,laura maricela,2
15190,sobal,3
15191,melania,2
15192,diana lizette,2
15193,juan alejandro,1
15194,telles,3
15195,soledad dolores,2
15196,wendy anahi,2
15197,navor,1
15198,cuadrado,3
15199,maria tere,2
15200,rigoberto,1
15201,me,0
15202,chimalhua,3
15203,burgueño,3
15204,mirna yolanda,2
15205,magdiel,2
15206,jose lu,1
15207,amparo,2
15208,velela,3
15209,martha beat,2
15210,mirna judith,2
15211,ahuatl,3
15212,yasmin del carmen,2
15213,maravilla,3
15214,c maria del,2
15215,veronica,3
15216,marianela,2
15217,alma erika,2
15218,yessica maria,2
15219,leydi del carmen,2
15220,bata,3
15221,isela margarita,2
15222,maria soleda,2
15223,karla rocio,2
15224,carlos javier,1
15225,diana judith,2
15226,lome,3
15227,eliecer,1
15228,hector adan,1
15229,mismo,0
15230,lozano,3
15231,que,3
15232,eduardo jose,1
15233,ontamucha,3
15234,xochitemol,3
15235,filomena,2
15236,bernabe,1
15237,cynthia ivette,2
15238,martha denisse,2
15239,guadalupe esmeralda,2
15240,flor cecilia,2
15241,aglae,2
15242,cristabel,2
15243,eden,1
15244,teodulfo,1
15245,como,3
15246,atenco,3
15247,diana mireya,2
15248,elioenai,1
15249,ritter,3
15250,maria asucena,2
15251,laura fernanda,2
15252,candanoza,3
15253,mi banco es,0
15254,luis alvaro,1
15255,las fotos,0
15256,karen alejandra,2
15257,dondiego,3
15258,maria mayra,2
15259,empleo no tiene,0
15260,de,0
15261,andrea,3
15262,navia,3
15263,luz estrella,2
15264,de un amigo,0
15265,karina edith,2
15266,david alfonso,1
15267,jessica alejandra,2
15268,zumaya,3
15269,lili del carmen,2
15270,maria candelaria,2
15271,consuelo,1
15272,priscilia,2
15273,murga,3
15274,silvia berenice,2
15275,matlalcuatzi,3
15276,esveidy,2
15277,gaspar,1
15278,rabanales,3
15279,luis amado,1
15280,magaña,3
15281,perla rubi,2
15282,minaya,3
15283,picasso,3
15284,prestado,0
15285,chanez,3
15286,ma natalia,2
15287,anabella,2
15288,el rendimiento,0
15289,oscar jaime,1
15290,manrrique,3
15291,coreno,3
15292,mi referencia,0
15293,francisco ernesto,1
15294,aportes,0
15295,martha erendira,2
15296,comprobantes,0
15297,laura paulina,2
15298,mazatzi,3
15299,pedir,0
15300,raul javier,1
15301,yolotzin,2
15302,carolina elizabeth,2
15303,hector fabian,1
15304,sandra mercedes,2
15305,angela judith,2
15306,martha lucila,2
15307,sandra elvira,2
15308,j guadalupe,1
15309,penate,3
15310,j fernando,1
15311,sergio abel,1
15312,claudia andrea,2
15313,norma catalina,2
15314,credito,0
15315,prestan la,0
15316,edgar armando,1
15317,ambrocio,1
15318,castanon,3
15319,francisco noe,1
15320,buenas disculpa llene,0
15321,murias,3
15322,gabino,1
15323,irma mercedes,2
15324,larrazolo,3
15325,pablo ivan,1
15326,se reestructura la,0
15327,elfega,2
15328,frumencio,1
15329,alvaro,1
15330,eliud,2
15331,gabriela concepcion,2
15332,viggiano,3
15333,loyda,2
15334,ma norma,2
15335,loe,3
15336,yañez,3
15337,moshan,3
15338,he estado intentando,0
15339,idalid,2
15340,carpinteyro,3
15341,horta,3
15342,julio cesar,1
15343,somoza,3
15344,angelica berenice,2
15345,walkiria,2
15346,leonardo enrique,1
15347,h,3
15348,obe,3
15349,rosa maria,2
15350,olga livia,2
15351,francisco m,1
15352,calan,3
15353,sotres,3
15354,sara luz,2
15355,me,0
15356,leonor,1
15357,tornero,3
15358,keila,2
15359,mario daniel,1
15360,mayela elizabeth,2
15361,margarita esther,2
15362,arguelles,3
15363,blanca rosa,2
15364,hugo alfredo,1
15365,de comisiones,0
15366,uroza,3
15367,desde que,0
15368,low,3
15369,norma elvira,2
15370,martha celia,2
15371,ley,3
15372,no encontre el,0
15373,nora patricia,2
15374,martha irma,2
15375,vladimir,1
15376,norberto,1
15377,martha catalina,2
15378,labariega,3
15379,melena,3
15380,si soy,0
15381,blanca ruth,2
15382,rodriguez,2
15383,maria yazmin,2
15384,uriza,3
15385,rosa belia,2
15386,prestamo,0
15387,nancy alejandra,2
15388,garin,3
15389,brenda janeth,2
15390,tintos,3
15391,mario alber,1
15392,hay que,0
15393,nubia karina,2
15394,score crediticio,0
15395,archuleta,3
15396,vadillo,3
15397,samuel,1
15398,martha aracely,2
15399,cinco,3
15400,delfin,3
15401,atondo,3
15402,cerafin,1
15403,laura miriam,2
15404,que esta,0
15405,yoval,3
15406,erika mireya,2
15407,sandra yadira,2
15408,reyna olivia,2
15409,tomas francisco,1
15410,cipriano,3
15411,la comision de,0
15412,nahiely,2
15413,vera,3
15414,sucursales,0
15415,martha ali,2
15416,jones,3
15417,juan guadalupe,1
15418,fernando cesar,1
15419,nestor enrique,1
15420,vizcaino,3
15421,toribia,2
15422,nidia elizabeth,2
15423,pide mi,0
15424,tenango,3
15425,gordillo,3
15426,mario miguel,1
15427,eva aurora,2
15428,elvia elena,2
15429,doraly,2
15430,se me otorgo,0
15431,mario felipe,1
15432,de la vara,3
15433,vecino,3
15434,uicab,3
15435,pedro jorge,1
15436,zonia,2
15437,luria,3
15438,mario de jesus,1
15439,gabriel martin,1
15440,del hierro,3
15441,sanches,3
15442,ser prestador,0
15443,gea,3
15444,agustin jaime,1
15445,tiempo,0
15446,orfanel,1
15447,macay,3
15448,azteca,0
15449,chunab,3
15450,virginia,3
15451,utilizar,0
15452,ross,3
15453,miriam dolores,2
15454,villalva,3
15455,leticia ivonne,2
15456,kin,3
15457,capulin,3
15458,magueyal,3
15459,maria albina,2
15460,dulcinea,2
15461,edgar antonio,1
15462,de,0
15463,morlet,3
15464,maria reyna,2
15465,beatriz liliana,2
15466,tilo,1
15467,kenia lizbeth,2
15468,abonar,0
15469,no tengo cuenta,0
15470,almada,3
15471,maria de la cr,2
15472,alcocer,3
15473,telefono donde,0
15474,linda guadalupe,2
15475,lady,2
15476,macin,3
15477,eric ivan,1
15478,pone,0
15479,que termine,0
15480,fiol,3
15481,tirado,3
15482,nazaria,2
15483,ham,3
15484,valdespino,3
15485,hilda yanet,2
15486,puede restructurar la,0
15487,ignacio de jesus,1
15488,juan fernando,1
15489,jeronima,2
15490,karla nohemi,2
15491,villordo,3
15492,lo tengo,0
15493,estreberto,1
15494,ma veronica,2
15495,al,0
15496,ada sarai,2
15497,mi,0
15498,agapito,3
15499,dinero,0
15500,espericueta,3
15501,mukul,3
15502,perpetua,2
15503,tintori,3
15504,bladimir,1
15505,sandra iveth,2
15506,saber cuales son,0
15507,luisa adriana,2
15508,escobedo,3
15509,luis rodrigo,1
15510,iriarte,3
15511,floran,3
15512,mayra josefina,2
15513,franchini,3
15514,villavelazquez,3
15515,emma cecilia,2
15516,no pago mi,0
15517,gerardo,1
15518,claudia soledad,2
15519,luiz,3
15520,sayra,2
15521,juan eloy,1
15522,belizario,1
15523,jimena,2
15524,david rogelio,1
15525,edgar manuel,1
15526,dora irene,2
15527,ma de san juan,2
15528,ivan antonio,1
15529,manuel j,1
15530,leonardo,1
15531,lucia elizabeth,2
15532,dulce beatriz,2
15533,patricia judith,2
15534,rosario de lourdes,2
15535,maria celestina,2
15536,zequeida,3
15537,cilia,3
15538,zoila flor,2
15539,rendimientos,0
15540,sara adriana,2
15541,silvia,1
15542,yamila,2
15543,maeda,3
15544,teodora,2
15545,delgado,3
15546,miriam selene,2
15547,diana imelda,2
15548,paola patricia,2
15549,bernabe,3
15550,cuero,3
15551,raudales,3
15552,rosa ivonne,2
15553,quiroz,3
15554,diana andrea,2
15555,adan alejandro,1
15556,veral,3
15557,liliana janeth,2
15558,guadalupe esperanza,2
15559,lourdes alicia,2
15560,linet,2
15561,arreguin,3
15562,jose ricardo,1
15563,machain,3
15564,esther patricia,2
15565,rafael alejandro,1
15566,miriam paola,2
15567,longarez,3
15568,a un,0
15569,lo acepta la,0
15570,martha ele,2
15571,fox,3
15572,villalon,3
